Registered Provider Name,Outlet Name,Address,Phone,Email,Website,Open Hours,NDIS Category,X,Y
Hosanna Care Support Pty Ltd,Hosanna Care Support,"Unit 4, 110 Fairbairn Road, Sunshine West, VIC 3020",0411 418 754,ferdinand@hosannacaresupport.com.au,hosannacaresupport.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 10AM-2PM",Daily Living & Family Support Services,144.8201282,-37.8044988
East Sun Care,East Sun Care,"Suite 8 Level 1, 255 Whitehorse Road, Balwyn, VIC 3103",03 9877 6099,flora@winexaccountants.com.au,www.eastsuncare.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.076908,-37.8121385
Estia Investments Pty. Ltd.,Estia Health Heidelberg West,"Estia Health Heidelberg W, 413 Waterdale Road, Heidelberg West, VIC 3081",1300 682 833,mark.brandon@estiahealth.com.au,https://www.estiahealth.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.046022,-37.747966
Simply Helping North East,Simply Helping North East,"Suite C2, Level 1 459 Toorak Rd, Toorak, VIC 3142",03 9296 2121,nerostering@simplyhelping.com.au,https://simplyhelping.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.0082668,-37.8406368
Zefi Services Pty Ltd,Zefi Services,"Unit 3, 33 Commercial Drive, Thomastown, VIC 3074",0417 308 750,info@zefiservices.com.au,zefiservices.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.0418299,-37.6905979
Annecto Incorporated,Front Door Recycling,"2a Michaels Drive, Alfredton, VIC 3350",03 5366 3000,yourchoice@merrimu.org,www.annecto.org.au,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,143.8085735,-37.5687517
Home Care Relief,Home Care Relief,"43 Bodnat Street, Truganina, VIC 3029",0421 841 417,advancedagecareplus@gmail.com,https://homecarerelief.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.7442286,-37.8480908
Elite Life Care Pty Ltd,Elite Life Care,"9 Church Street, Traralgon, VIC 3844",03 5176 2653,admin@elitelifecare.com.au,www.elitelifecare.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,146.5347749,-38.1982949
Multicap Limited,Multicap Melbourne HUB,"48 Blackburn Road, Blackburn, VIC 3130",1300 135 886,customerservice@multicap.org.au,www.multicap.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.1521131,-37.8232012
People's First Choice Australia,People's First Choice Australia,"33 Merrystowe Way, Harkness, VIC 3337",0413 548 655,manny@peoplesfirstchoice.com.au,https://www.pfca.com.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,144.5448835,-37.6709004
Southern Stay Disability Services Incorp,Southern Stay Disability Services Incorp,"46 Brown Street, Hamilton, VIC 3300",03 5572 1028,admin@southernstay.org.au,www.southernstay.org.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM",Daily Living & Family Support Services,142.0264639,-37.7438916
Mambourin Enterprises,Mambourin - MBS Derrimut 3,"103-107 Derrimut Dr, Derrimut, VIC 3026",03 9731 9200,contact@mambourin.org,www.mambourin.org,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM",Daily Living & Family Support Services,144.7517596,-37.8075584
Carers Network Victoria,Carers Network Bendigo Office,"132 Water Street, Bendigo, VIC 3550",03 8488 9982,bendigo@carersnetwork.com.au,www.carersnetwork.com.au,Monday: 9AM-5PM,Daily Living & Family Support Services,144.2828655,-36.7520303
George Gray Centre Inc,George Gray Centre Inc,"443 Raymond Street, Sale, VIC 3850",03 5147 2221,reception@georgegray.org.au,www.georgegray.org.au,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM",Daily Living & Family Support Services,147.0651678,-38.1040727
Integrated Care Disability Support Servi,Integrated Care Disability Support Servi,"Unit 1510e, 888 Collins Street, Docklands, VIC 3008",0451 990 370,cuthbertdaniels@gmail.com,www.integratedcss.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.9419986,-37.8205623
Craigcare,Craigcare Mornington,"Craigcare Nursing Home, 688 Nepean Highway, Mount Martha, VIC 3934",03 5974 6000,craigcare@craigcare.com.au,https://craigcare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.0391164,-38.2525439
Sincerity Support Services (Vic) Pty Ltd,Sincerity Support Services (Vic),"34 Le Page Run, South Morang, VIC 3752",0467 807 603,admin@sinceritysupportservices.com.au,www.sinceritysupportservices.com.au,"Monday: 6AM-8PM, Tuesday: 6AM-8PM, Wednesday: 6AM-8PM, Thursday: 6AM-8PM, Friday: 6AM-8PM, Saturday: 6AM-8PM, Sunday: 6AM-8PM",Daily Living & Family Support Services,145.1033607,-37.6214859
Nazareth Care,Nazareth House Ballarat,"Nazareth House - Ballarat, 218 Mill Street, Lake Wendouree, VIC 3350",03 5329 5100,k.larkin@nazarethcare.com,nazarethcare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,143.8452226,-37.5539971
Independence Australia Community Solutio,"Orchid ave, Dandenong north (SASI)","6 Orchid Avenue, Dandenong North, VIC 3175",1300 577 305,enquiries@sasi.org.au,https://www.independenceaustralia.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.1998774,-37.9619534
Baptcare Ltd,Baptcare - Westhaven Community,"50 Pickett Street, Footscray, VIC 3011",03 8371 3800,mfoley@baptcare.org.au,www.baptcare.org.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.8943285,-37.8010116
Ukrainian Elderly Peoples Home,Kalyna Care,"Kalyna Care, 344 Taylors Road, Delahey, VIC 3037",03 9116 4100,jennifer.ibanez@kalynacare.com.au,www.kalynacare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.772341,-37.725433
Vass,VASS Head Office,"Building C1, 2nd Street, Broadmeadows, VIC 3047",03 9359 2861,mail@vass.org.au,www.vass.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,144.944782,-37.686595
Melbourne Health & Care Services,Melbourne health Care Services Keysborou,"Kingsclere Avenue, Keysborough, VIC 3173",1800 849 062,melbournehealthcareservices@gmail.com,https://www.melbournehealthcare.com.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.1697191,-37.9873523
Amana Pty Ltd,Amana disability services,"3 Yellowfin Drive, Tarneit, VIC 3029",0402 138 836,amaanacare1@gmail.com,www.amanadisabilityservices.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,144.6531573,-37.8561092
Gigglemugs Ability Provider Pty Ltd,Gigglemugs Ability Provider,"11/147, Marshalltown Road Grovedale, Grovedale, VIC 3216",0417 905 569,andy@gigglemugs.com.au,www.gigglemugs.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.343687,-38.1954815
Estia Investments Pty. Ltd.,Estia Health Werribee,"8 Russell Street, Werribee, VIC 3030",1300 682 833,admissions@estiahealth.com.au,https://www.estiahealth.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.6649246,-37.9083979
Sia Support Services Pty Ltd,SIA Support Service's,"1 Avon Court, Wallan, VIC 3756",0451 664 024,admin@siaservice.com.au,www.siaservice.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.9936846,-37.4218703
Bj Care Services Pty Ltd,Rosella House,"142 Rosella Avenue, Werribee, VIC 3030",0415 089 807,admin@bjcareservices.com.au,www.bjcareservices.com.au,Monday: 9AM-5PM,Daily Living & Family Support Services,144.6710992,-37.8796432
Pinnacle Inc,Rural Options,"142 Commercial Road, Stawell, VIC 3380",03 5358 5122,coordrural@pinnacleinc.com.au,www.pinnacleinc.com.au,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM",Daily Living & Family Support Services,142.7267726,-37.063339
"T/A Darebin Lodge, Darebin Support Servi",Darebin Lodge,"Darebin Lodge, 116 Tyler Street, Preston, VIC 3072",03 8414 0166,office@darebinlodge.com.au,www.dss.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM",Daily Living & Family Support Services,145.0259988,-37.7321593
Leisure Networks Association Inc,Whitehorse Community Resource Centre,"Unit 11, 79 Mahoneys Road, Forest Hill, VIC 3131",03 5222 3911,assist@leisurenetworks.org,www.leisurenetworks.org,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.1663672,-37.8365599
Connecting2australia,Community Connections - Traralgon,"23 Dunbar Road, Traralgon, VIC 3844",1300 111 212,info@c2a.org.au,www.connecting2australia.org.au,"Monday: 9AM-3PM, Tuesday: 9AM-3PM, Wednesday: 9AM-3PM, Thursday: 9AM-3PM, Friday: 9AM-3PM",Daily Living & Family Support Services,146.5331752,-38.2067663
Esteemed Life Care,Esteemed Life Care,"16 Onoway Approach, Mickleham, VIC 3064",0403 707 530,alizeabil@gmail.com,www.esteemedlifecare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.8997137,-37.5439272
Estia Investments Pty. Ltd.,Estia Health Keysborough,"15 Stanley Road, Keysborough, VIC 3173",1800 543 384,mark.brandon@estiahealth.com.au,https://www.estiahealth.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.169721,-37.9951764
Aurrum Pty. Limited,Aurrum Healesville,"Aurrum Healesville, 27 Smith Street, Healesville, VIC 3777",0439 679 537,admin@mowby.com.au,www.aurrum.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.5087256,-37.6607473
Aurora Support Services Inc.,"Aurora Support Services - High Flyers, S","851 High Street, Epping, VIC 3076",03 9401 1844,info@aurorasupportservices.org.au,www.aurorasupportservices.org.au,"Monday: 9AM-3PM, Tuesday: 9AM-3PM, Wednesday: 9AM-3PM, Thursday: 9AM-3PM, Friday: 9AM-3PM",Daily Living & Family Support Services,145.0254795,-37.6411042
Lifted Wings Pty Ltd.,Lifted Wings Head Office,"35-37 Bartlett Avenue, Croydon, VIC 3136",0406 677 148,info@liftedwings.com.au,www.liftedwings.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.2905151,-37.7822994
Independence Australia Community Solutio,"Pindara Blvd, Langwarrin (SASI)","86 Pindara Boulevard, Langwarrin, VIC 3910",1300 577 305,enquiries@sasi.org.au,https://www.independenceaustralia.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.1879305,-38.1446506
Leap In!,Leap in! Footscray,"Footscray, Footscray, VIC 3011",1300 057 878,crew@leapin.com.au,www.leapin.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.892357,-37.7988987
Mount Your Everest Pty Ltd,Mount Your Everest,"61 Riggall Street, Broadmeadows, VIC 3047",0424 434 994,info@mountyoureverest.com.au,https://mountyoureverest.com.au/,Monday: 9AM-5PM,Daily Living & Family Support Services,144.9298883,-37.6763221
Defined Community Care Pty Ltd,Defined Community Car,"58 Victor Crescent, Narre Warren, VIC 3805",0431 677 001,info@definedcommunitycare.com.au,www.definedcommunitycare.com.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: 8AM-5PM, Sunday: 8AM-5PM",Daily Living & Family Support Services,145.3130765,-38.022612
The Personnel Group Ltd,The Personnel Group,"Unit 2, 59 King Street, Bendigo, VIC 3550",1300 874 000,hello@personnelgroup.com.au,www.personnelgroup.com.au,"Monday: 9AM-4PM, Tuesday: 9AM-4PM, Wednesday: 9AM-4PM, Thursday: 9AM-4PM, Friday: 9AM-4PM",Daily Living & Family Support Services,144.2781364,-36.7640122
Interchange Gippsland Inc,Interchange Gippsland - Bairnsdale,"30 Howitt Avenue, Eastwood, VIC 3875",1300 736 765,admin@icg.asn.au,www.icg.asn.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,147.6308744,-37.8110724
Care Nova Pty Ltd,Care Nova,"Suite 2 Red Cross Store, 13 Thompson Street, Frankston, VIC 3199",0401 344 290,info@carenova.com.au,carenova.com.au,Monday: 9AM-5PM,Daily Living & Family Support Services,145.1221147,-38.1436071
Just Better Care Gippsland,Just Better Care Gippsland,"58-60 Prince Street, Rosedale, VIC 3847",03 4114 3000,mailgipps@justbettercare.com,justbettercare.com/gippsland,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,146.7857731,-38.1509233
Independence Australia Community Solutio,"Grace st, Springvale (SASi)","16 Grace Street, Springvale, VIC 3171",1300 577 305,enquiries@sasi.org.au,https://www.independenceaustralia.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.1648056,-37.9379346
Independence Australia Community Solutio,"Nepean Hwy, Cheltenham (SASI)","1351 Nepean Highway, Cheltenham, VIC 3192",1300 577 305,enquiries@sasi.org.au,https://www.independenceaustralia.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.0623729,-37.9705406
Total Care Home Care Pty Ltd,Sayid Farah Mohamed,"Unit 2, 66 Tyler Street, Preston, VIC 3072",0426 961 831,info@totalcarehomecare.com.au,www.totalcarehomecare.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.0322709,-37.7329118
Asteria Services Incorporated,Asteria Services Incorporated,"64-68 Nelson Street, Maryborough, VIC 3465",03 5461 4111,ksinclair@asteria.net.au,www.asteria.net.au,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM",Daily Living & Family Support Services,143.7398113,-37.0626767
Lifespan Healthcare Services Pty Ltd,Lifespan Healthcare Services,"10 Tamara Court, Thomastown, VIC 3074",0421 971 148,lifespancoordination@gmail.com,www.lshealthcare.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 10AM-4PM",Daily Living & Family Support Services,144.9878626,-37.6859362
Araluen Centre,Araluen Centre,"Northern Melbourne Tafe, 61 Civic Drive, Greensborough, VIC 3088",03 9439 2805,helenr@araluen.org,araluen.org.au,"Monday: 9AM-3PM, Tuesday: 9AM-3PM, Wednesday: 9AM-3PM, Thursday: 9AM-3PM, Friday: 9AM-3PM",Daily Living & Family Support Services,145.1117206,-37.6877586
Marriott Support Services,Marriott Lifestyle Hub - Hughesdale,"Unit 4, 118 Poath Road, Hughesdale, VIC 3166",0455 829 313,info@marriott.org.au,www.marriott.org.au,"Monday: 9AM-3PM, Tuesday: 9AM-3PM, Wednesday: 9AM-3PM, Thursday: 9AM-3PM, Friday: 9AM-3PM",Daily Living & Family Support Services,145.0769508,-37.8956611
Ks Life Care Pty Ltd,KS Life Care Pty Ltd - VIC,"22 St Kilda Road, St Kilda, VIC 3182",0481 331 000,melbourne@kslifecare.com.au,www.kslifecare.com.au,Monday: 9AM-5PM,Daily Living & Family Support Services,144.9834611,-37.8569941
Life Care Solutions,Life Care Solutions Respite,"16 Stanhope Street, Broadmeadows, VIC 3047",0413 441 213,wmirza@lifecares.com.au,www.lifecares.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.9340347,-37.6857179
Epic Support Services,EPIC Support Services,"228 St Kilda Road, St Kilda, VIC 3182",1300 898 948,info@epicss.com.au,www.epicss.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.9855393,-37.8628241
Estia Investments Pty. Ltd.,Estia Health Ardeer,"Estia Health Ardeer, 30 North Street, Ardeer, VIC 3022",03 9360 4552,admissions@estiahealth.com.au,https://www.estiahealth.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.808333,-37.779324
Absolute Wellness Victoria,Absolute Wellness Victoria,"6 Black Duck Court, Lara, VIC 3212",0433 760 260,absolutewellnessvictoria@outlook.com,https://www.absolutewellnessvictoria.com,"Monday: 9AM-6PM, Tuesday: 9AM-6PM, Wednesday: 9AM-6PM, Thursday: 9AM-6PM, Friday: 9AM-6PM",Daily Living & Family Support Services,144.3781137,-38.028531
Chinese Community Social Services Centre Inc,Chinese Community Social Services Centre,"56-60 Rutland Road, Box Hill, VIC 3128",03 9898 1965,ndis@ccssci.org.au,www.ccssci.org.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.127657,-37.820436
Estia Investments Pty. Ltd.,Estia Health Dandenong,"Estia Health Dandenong, 147 David Street, Dandenong, VIC 3175",1300 682 833,admissions@estiahealth.com.au,https://www.estiahealth.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.2240295,-37.9774894
We Care Providers,We Care Providers,"175 Wheatsheaf Road, Glenroy, VIC 3046",0438 304 040,info@wecareproviders.com.au,www.wecareproviders.com.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.9182914,-37.7061214
Skillsconnection Inc.,Community Connections,"96 Pound Road, Elliminyt, VIC 3250",03 5232 2042,khennigan@skillsconnection.org.au,www.skillsconnection.org.au,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM",Daily Living & Family Support Services,143.590796,-38.3542316
Inclusion Melbourne Inc,Inclusion Melbourne- South & East office,"67 Sutherland Road, Armadale, VIC 3143",03 9509 4266,includeme@inclusion.melbourne,www.inclusionmelbourne.org.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.0171764,-37.8561112
Inclusive Futures Network,Inclusive Futures Network,"5 Sarona Street, Dandenong, VIC 3175",0403 545 467,info@inclusivendisprograms.com.au,www.inclusivendisprograms.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.2276009,-37.9842482
Amicus Community Services,Amicus Community Services,"113 Williamson Street, Bendigo, VIC 3550",03 5441 2666,quality@amicus.org.au,www.amicus.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.285814,-36.76316
Wallara Australia Ltd.,Potter Learning Campus (PLC) and Potter,"Wintringham Eunice Seddon, 32 Potter Street, Dandenong, VIC 3175",03 9792 2985,intake@wallara.com.au,www.wallara.com.au,"Monday: 9AM-4PM, Tuesday: 9AM-4PM, Wednesday: 9AM-4PM, Thursday: 9AM-4PM, Friday: 9AM-4PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.206467,-37.981547
Mecwacare,Mecwacare Rivendell House Community Cent,"8 Henry Street, Pakenham, VIC 3810",03 5941 2315,community@mecwacare.org.au,www.mecwacare.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.484584,-38.0768056
Independence Australia Community Solutio,"Woodside Ave, Frankston South (SASI)","7 Woodside Avenue, Frankston South, VIC 3199",1300 577 305,enquiries@sasi.org.au,https://www.independenceaustralia.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.1406869,-38.1792209
Mecwacare,mecwacare Barry Fenton Centre,"72 Bowen Street, Malvern East, VIC 3145",03 9564 5100,community@mecwacare.org.au,www.mecwacare.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.0781108,-37.8812068
Kyeema Support Services Inc.,Seawinds Nursery,"191 Wellington Road, Portland, VIC 3305",03 5523 4896,seawinds@kyeema.com.au,www.kyeema.com.au,"Tuesday: 9AM-4PM, Wednesday: 9AM-4PM, Thursday: 9AM-4PM, Friday: 9AM-4PM, Saturday: 10AM-2PM",Daily Living & Family Support Services,141.6120993,-38.3743703
Wallara Australia Ltd.,Wallara Australia,"Shop 5, 114 Princes Highway, Pakenham, VIC 3810",03 9792 2985,intake@wallara.com.au,www.wallara.com.au,Monday: 9AM-5PM,Daily Living & Family Support Services,145.4762437,-38.0694764
Super Community Care Pty Ltd,Super Community Care,"54 Evesham Street, Cranbourne North, VIC 3977",0434 104 447,info@supercommunitycare.com.au,www.supercommunitycare.com.au,Monday: 9AM-5PM,Daily Living & Family Support Services,145.3198788,-38.0804738
Taronga Health Care Pty Ltd,TARONGA HEALTH CARE PTY LTD,"570 Bourke Street, Melbourne, VIC 3000",03 8488 8100,clients@tarongacare.com.au,www.tarongacare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.9568849,-37.8158641
Communication Extra,Communication eXtra,"Cook Cottage, High Street (On Victorian Deaf College Grounds), Melbourne, VIC 3000",0475 434 517,support@communicationextra.com.au,www.communicationextra.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.9630576,-37.8136276

















































































































































